crop,step,tag,episode,p,d_desired_dp,d_offers_dp,d_demand_dp,d_free_dp,d_ratio_dp,d_pscar_dp,d_ptrade_dp,d_pstar_dp,num_slope,analytic_scar_slope,trade_channel,free,shift,ratio,p_scar
rice,112,2010-09a,2010/11,870.8189129444636,-0.0034536972477480113,0.0017506829391444353,-5.030987515779123e-05,0.0018007378124643375,-1.7203447121033053e-05,-0.018075998294462724,-0.0014026090315512221,-0.00607115802255541,-0.0021249053111581846,-0.0014323471309513355,-0.00035345747595090797,97.8132427805521,3.922689,0.9719397852065095,869.2055375119908
rice,114,2010-10a,2010/11,891.5227808141549,-0.003357675746953985,0.0014865245445966112,-3.4430965520317154e-05,0.0017406221991533184,-1.6496839277134914e-05,0.00249339487696823,7.180641897067446e-08,0.0006982022613270096,0.00024437078636365995,-0.0009495559611434442,1.8095217580609964e-08,116.81306971595795,3.922689,1.1442795614025558,707.4606375709661
rice,116,2010-11a,2010/11,851.4757808239823,-0.0035480597788802005,0.00023138795032892075,-0.00020616080545840355,0.0025668595436254835,-2.8634293342330316e-05,-0.022020423749165085,6.675870311402166e-12,-0.006165718647496428,-0.002158001527958924,-0.0020873522431926277,1.6823193184733457e-12,49.24269783160936,3.922689,0.5930800872971141,464.3793882064977
rice,118,2010-12a,2010/11,780.170670209147,-0.003940670697496381,0.0001685046796626678,-0.0003092218721184941,0.00292008266911692,-9.46130761589277e-06,-0.007863627971389507,7.286023562712183e-12,-0.0022018158250673397,-0.0007706355354948583,-0.000795673764500645,1.8360779378034703e-12,13.833960695648937,20.960806149663775,0.11273790157695607,101.83665867979533
rice,120,2011-01a,2010/11,691.025703962064,-0.0045583182720510245,0.0,-0.0004476156059649587,0.0041431133782559295,-1.1868557954739034e-05,-0.00914846104146469,0.0,-0.0025615690891011987,-0.0008965491840645016,-0.0009676936242246653,0.0,0.7291217868509534,36.27553414104049,0.1060052823526825,92.83628454916047
rice,122,2011-02a,2010/11,579.7903302989155,-0.005626943134698471,0.0,-0.0004622782501038797,0.005340679407503939,-1.6973243026573138e-05,-0.013205248106926146,0.0,-0.0036974694724883957,-0.001294114317331765,-0.0013525100731237975,0.0,-2.116717590711417,37.24911432283593,0.11165446610174344,95.56571137044332
rice,124,2011-03a,calm,578.3450246619838,-0.005643821675889444,0.00010961219571566116,-0.00044669186164962295,0.005509314754644278,-1.562594070327135e-05,-0.012257301536224988,0.00199702535948736,-0.0019941861716560997,-0.0006979651590967714,-0.001257523968976227,0.0005032503905908147,3.415779314777976,33.7734899809768,0.1054790554986188,91.17728396445487
rice,126,2011-04a,calm,653.9334011366527,-0.00487031961965875,9.826211194831987e-05,-0.0003932185189497478,0.004819915348887036,-1.3412797061096496e-05,-0.010539301225581589,0.0,-0.002951004348378369,-0.0010328515184554134,-0.0011368452683815442,0.0,18.18285755862468,19.362130231233742,0.10447969838092708,95.11833380807448
rice,128,2011-05a,calm,677.761805293788,-0.004665575037911707,0.00039329616189822167,-0.0003462394233660333,0.0045043109277947725,-3.22943448952652e-05,-0.024334759971515206,0.0011563814285028263,-0.005981138165347348,-0.0020933983591296117,-0.0027576769640834634,0.00029140811998271224,35.82324603434227,3.922689,0.284964549467377,261.37140167918744
rice,130,2011-06a,calm,735.1113493685982,-0.0042322755388403575,0.0003197218442133683,-0.0003510808799558469,0.003199786096115778,-2.8574875424188684e-05,-0.026764123227716728,-0.003365797352449796,-0.009917328596596622,-0.0034710650064890295,-0.0024530349697473195,-0.0008481809328173487,37.46572713817578,3.922689,0.36960871745758067,340.8096776558712
rice,132,2011-07a,calm,777.3596940751756,-0.00395777649751172,0.00038945724143106113,-0.0003266488715490636,0.0029847470709176414,-2.710430151485903e-05,-0.02543534392583029,-0.008724446288681948,-0.013403497620356102,-0.00469122416858711,-0.00239008849158631,-0.002198560464747851,54.691846847398864,3.922689,0.532274934800935,504.1526976227099
rice,134,2011-08a,calm,820.99993702955,-0.003706687207597008,0.0007343107375009526,-0.00018562841478687484,0.001970890574232825,-1.7299542027893338e-05,-0.019654118792649087,-0.003705979945549212,-0.008171458819967704,-0.0028600105866425124,-0.0014800197159997308,-0.0009339069462784014,77.36054772512263,3.922689,0.7134656729533798,655.6261939411764
rice,136,2011-09a,calm,864.497156021316,-0.0034840261425989946,0.0017408969710328757,-5.287476355228459e-05,0.001816908683121987,-1.743699242844271e-05,-0.019078731420846734,-0.0020838169780092505,-0.006842393023318809,-0.0023948375663807283,-0.0014160319343703754,-0.0005251218784583312,97.58313332934344,3.922689,0.9741580698984282,849.7305257781711
rice,138,2011-10a,calm,883.5411725491249,-0.003394107060181218,0.0016769766993891169,-3.4804546934910204e-05,0.0019203153904573998,-1.702519730132904e-05,0.0021248248032720942,4.854259659261605e-06,0.0005984460105841367,0.00020945610788628151,-0.0009588319689241519,1.2232734341339244e-06,120.9094563216834,3.922689,1.1067410665587154,669.4940108672246
rice,140,2011-11a,calm,838.2359958853781,-0.0036154147033270762,0.0020837664949885856,-9.735899371142044e-05,0.0023054638811021793,-1.6491439508652032e-05,-0.016858793654596436,-0.0036699395194443583,-0.007362818679592586,-0.0025769865426043255,-0.0007953694883513517,-0.0009248247588999783,124.98534957646687,3.922689,0.9221047173292308,477.68425143698454
rice,142,2011-12a,calm,806.4865572400452,-0.003786876382297368,0.0021825894877025758,-0.00010197626112793758,0.0024107107666928224,-1.7653895306720287e-05,-0.014358687451060028,-0.0026955942194372517,-0.0059612603251374225,-0.0020864411159125813,-0.0009040700254968947,-0.0006792897432981875,120.08196585328082,3.922689,0.9080994805492828,499.5112453367289
